iteration	job_id	seed	score	location	menu	equipment	contract	capital	manager_skill	budget	cash	debt	reputation	days	game_over	reason
151	0a98dacb	1780978781	106257.71	mall	gourmet	automated	spot	all-equity	5	5500	102551.70	0.00	14.50	105	True	Reputation collapse (< 15)
152	0a98dacb	1780978782	75916.40	mall	gourmet	automated	spot	all-equity	5	5500	72296.85	0.00	14.50	140	True	Reputation collapse (< 15)
153	0a98dacb	1780978783	90802.05	mall	gourmet	automated	spot	all-equity	5	5500	87201.56	0.00	14.70	119	True	Reputation collapse (< 15)
154	0a98dacb	1780978784	118879.17	mall	gourmet	automated	spot	all-equity	5	5500	114225.84	0.00	14.42	147	True	Reputation collapse (< 15)
155	0a98dacb	1780978785	98916.47	mall	gourmet	automated	spot	all-equity	5	5500	95181.60	0.00	14.00	126	True	Reputation collapse (< 15)
156	0a98dacb	1780978786	104284.17	mall	gourmet	automated	spot	all-equity	5	5500	100644.80	0.00	14.50	108	True	Reputation collapse (< 15)
157	0a98dacb	1780978787	76872.79	mall	gourmet	automated	spot	all-equity	5	5500	73571.58	0.00	13.62	125	True	Reputation collapse (< 15)
158	0a98dacb	1780978788	78472.76	mall	gourmet	automated	spot	all-equity	5	5500	75183.33	0.00	14.50	120	True	Reputation collapse (< 15)
159	0a98dacb	1780978789	111015.06	mall	gourmet	automated	spot	all-equity	5	5500	108479.56	0.00	5.00	92	True	Reputation collapse (< 15)
160	0a98dacb	1780978790	92274.48	mall	gourmet	automated	spot	all-equity	5	5500	88918.72	0.00	14.50	111	True	Reputation collapse (< 15)
161	0a98dacb	1780978791	76020.90	mall	gourmet	automated	spot	all-equity	5	5500	72017.48	0.00	14.50	161	True	Reputation collapse (< 15)
162	0a98dacb	1780978792	90026.96	mall	gourmet	automated	spot	all-equity	5	5500	86927.03	0.00	14.50	100	True	Reputation collapse (< 15)
163	0a98dacb	1780978793	111456.29	mall	gourmet	automated	spot	all-equity	5	5500	107063.20	0.00	12.50	152	True	Reputation collapse (< 15)
164	0a98dacb	1780978794	91432.70	mall	gourmet	automated	spot	all-equity	5	5500	87636.46	0.00	14.00	133	True	Reputation collapse (< 15)
165	0a98dacb	1780978795	88692.02	mall	gourmet	automated	spot	all-equity	5	5500	85797.95	0.00	14.20	90	True	Reputation collapse (< 15)
166	0a98dacb	1780978796	103886.30	mall	gourmet	automated	spot	all-equity	5	5500	100456.50	0.00	14.58	98	True	Reputation collapse (< 15)
167	0a98dacb	1780978797	115569.18	mall	gourmet	automated	spot	all-equity	5	5500	112196.57	0.00	13.72	91	True	Reputation collapse (< 15)
168	0a98dacb	1780978798	92841.63	mall	gourmet	automated	spot	all-equity	5	5500	89730.65	0.00	14.40	92	True	Reputation collapse (< 15)
169	0a98dacb	1780978799	91709.37	mall	gourmet	automated	spot	all-equity	5	5500	88563.76	0.00	14.92	97	True	Reputation collapse (< 15)
170	0a98dacb	1780978800	86814.85	mall	gourmet	automated	spot	all-equity	5	5500	83399.24	0.00	14.50	118	True	Reputation collapse (< 15)
171	0a98dacb	1780978801	114087.73	mall	gourmet	automated	spot	all-equity	5	5500	109782.97	0.00	14.00	140	True	Reputation collapse (< 15)
172	0a98dacb	1780978802	119056.33	mall	gourmet	automated	spot	all-equity	5	5500	116193.64	0.00	7.08	92	True	Reputation collapse (< 15)
173	0a98dacb	1780978803	92736.76	mall	gourmet	automated	spot	all-equity	5	5500	89257.48	0.00	14.18	113	True	Reputation collapse (< 15)
174	0a98dacb	1780978804	111229.22	mall	gourmet	automated	spot	all-equity	5	5500	108170.44	0.00	10.26	92	True	Reputation collapse (< 15)
175	0a98dacb	1780978805	97919.22	mall	gourmet	automated	spot	all-equity	5	5500	94102.71	0.00	14.00	126	True	Reputation collapse (< 15)
176	0a98dacb	1780978806	124845.62	mall	gourmet	automated	spot	all-equity	5	5500	120677.16	0.00	14.98	112	True	Reputation collapse (< 15)
177	0a98dacb	1780978807	117756.38	mall	gourmet	automated	spot	all-equity	5	5500	113963.30	0.00	14.74	105	True	Reputation collapse (< 15)
178	0a98dacb	1780978808	92375.74	mall	gourmet	automated	spot	all-equity	5	5500	87501.88	0.00	14.50	182	True	Reputation collapse (< 15)
179	0a98dacb	1780978809	89244.40	mall	gourmet	automated	spot	all-equity	5	5500	85203.53	0.00	14.76	148	True	Reputation collapse (< 15)
180	0a98dacb	1780978810	109225.34	mall	gourmet	automated	spot	all-equity	5	5500	105059.87	0.00	14.50	133	True	Reputation collapse (< 15)
181	0a98dacb	1780978811	107533.03	mall	gourmet	automated	spot	all-equity	5	5500	104803.22	0.00	14.10	64	True	Reputation collapse (< 15)
182	0a98dacb	1780978812	96637.81	mall	gourmet	automated	spot	all-equity	5	5500	93396.47	0.00	13.78	102	True	Reputation collapse (< 15)
183	0a98dacb	1780978813	100639.99	mall	gourmet	automated	spot	all-equity	5	5500	97274.03	0.00	9.50	122	True	Reputation collapse (< 15)
184	0a98dacb	1780978814	73174.05	mall	gourmet	automated	spot	all-equity	5	5500	69352.57	0.00	14.98	148	True	Reputation collapse (< 15)
185	0a98dacb	1780978815	80078.65	mall	gourmet	automated	spot	all-equity	5	5500	76857.50	0.00	14.50	113	True	Reputation collapse (< 15)
186	0a98dacb	1780978816	106154.82	mall	gourmet	automated	spot	all-equity	5	5500	102313.73	0.00	14.50	119	True	Reputation collapse (< 15)
187	0a98dacb	1780978817	107040.65	mall	gourmet	automated	spot	all-equity	5	5500	102983.69	0.00	14.50	133	True	Reputation collapse (< 15)
188	0a98dacb	1780978818	102191.96	mall	gourmet	automated	spot	all-equity	5	5500	99707.82	0.00	12.56	62	True	Reputation collapse (< 15)
189	0a98dacb	1780978819	97925.70	mall	gourmet	automated	spot	all-equity	5	5500	94356.65	0.00	14.52	112	True	Reputation collapse (< 15)
190	0a98dacb	1780978820	89519.74	mall	gourmet	automated	spot	all-equity	5	5500	87458.66	0.00	13.00	50	True	Reputation collapse (< 15)
191	0a98dacb	1780978821	91602.36	mall	gourmet	automated	spot	all-equity	5	5500	88141.35	0.00	14.00	118	True	Reputation collapse (< 15)
192	0a98dacb	1780978822	112257.42	mall	gourmet	automated	spot	all-equity	5	5500	108432.31	0.00	14.00	112	True	Reputation collapse (< 15)
193	0a98dacb	1780978823	104336.10	mall	gourmet	automated	spot	all-equity	5	5500	100407.73	0.00	14.70	125	True	Reputation collapse (< 15)
194	0a98dacb	1780978824	79975.27	mall	gourmet	automated	spot	all-equity	5	5500	76890.00	0.00	14.00	113	True	Reputation collapse (< 15)
195	0a98dacb	1780978825	101207.24	mall	gourmet	automated	spot	all-equity	5	5500	98128.43	0.00	12.50	92	True	Reputation collapse (< 15)
196	0a98dacb	1780978826	93614.30	mall	gourmet	automated	spot	all-equity	5	5500	90265.04	0.00	14.50	111	True	Reputation collapse (< 15)
197	0a98dacb	1780978827	91857.51	mall	gourmet	automated	spot	all-equity	5	5500	88971.98	0.00	13.22	92	True	Reputation collapse (< 15)
198	0a98dacb	1780978828	113278.77	mall	gourmet	automated	spot	all-equity	5	5500	109417.01	0.00	12.00	122	True	Reputation collapse (< 15)
199	0a98dacb	1780978829	116116.85	mall	gourmet	automated	spot	all-equity	5	5500	110797.19	0.00	14.50	189	True	Reputation collapse (< 15)
0	7aa77b90	1780978634	79734.02	mall	gourmet	automated	spot	all-equity	5	5500	76446.47	0.00	14.24	116	True	Reputation collapse (< 15)
1	7aa77b90	1780978635	139024.33	mall	gourmet	automated	spot	all-equity	5	5500	133226.41	0.00	14.50	185	True	Reputation collapse (< 15)
2	7aa77b90	1780978636	87979.49	mall	gourmet	automated	spot	all-equity	5	5500	84375.84	0.00	13.22	137	True	Reputation collapse (< 15)
3	7aa77b90	1780978637	118698.03	mall	gourmet	automated	spot	all-equity	5	5500	116114.91	0.00	4.50	92	True	Reputation collapse (< 15)
4	7aa77b90	1780978638	95756.52	mall	gourmet	automated	spot	all-equity	5	5500	92551.86	0.00	14.68	92	True	Reputation collapse (< 15)
5	7aa77b90	1780978639	113419.21	mall	gourmet	automated	spot	all-equity	5	5500	109475.01	0.00	14.48	118	True	Reputation collapse (< 15)
6	7aa77b90	1780978640	86819.55	mall	gourmet	automated	spot	all-equity	5	5500	82718.46	0.00	14.52	153	True	Reputation collapse (< 15)
7	7aa77b90	1780978641	105400.16	mall	gourmet	automated	spot	all-equity	5	5500	101672.14	0.00	14.50	112	True	Reputation collapse (< 15)
8	7aa77b90	1780978642	109608.32	mall	gourmet	automated	spot	all-equity	5	5500	105784.65	0.00	13.26	122	True	Reputation collapse (< 15)
9	7aa77b90	1780978643	80897.11	mall	gourmet	automated	spot	all-equity	5	5500	77999.76	0.00	14.00	99	True	Reputation collapse (< 15)
10	7aa77b90	1780978644	103765.02	mall	gourmet	automated	spot	all-equity	5	5500	100065.99	0.00	14.70	112	True	Reputation collapse (< 15)
11	7aa77b90	1780978645	75638.14	mall	gourmet	automated	spot	all-equity	5	5500	72237.34	0.00	14.76	125	True	Reputation collapse (< 15)
12	7aa77b90	1780978646	107685.43	mall	gourmet	automated	spot	all-equity	5	5500	104796.40	0.00	14.50	70	True	Reputation collapse (< 15)
13	7aa77b90	1780978647	83155.77	mall	gourmet	automated	spot	all-equity	5	5500	80353.27	0.00	13.50	92	True	Reputation collapse (< 15)
14	7aa77b90	1780978648	78855.91	mall	gourmet	automated	spot	all-equity	5	5500	75527.26	0.00	14.70	119	True	Reputation collapse (< 15)
15	7aa77b90	1780978649	104122.17	mall	gourmet	automated	spot	all-equity	5	5500	100873.90	0.00	14.10	92	True	Reputation collapse (< 15)
16	7aa77b90	1780978650	92911.47	mall	gourmet	automated	spot	all-equity	5	5500	89153.98	0.00	14.00	136	True	Reputation collapse (< 15)
17	7aa77b90	1780978651	103136.09	mall	gourmet	automated	spot	all-equity	5	5500	100115.37	0.00	14.50	76	True	Reputation collapse (< 15)
18	7aa77b90	1780978652	117606.92	mall	gourmet	automated	spot	all-equity	5	5500	112905.53	0.00	14.54	153	True	Reputation collapse (< 15)
19	7aa77b90	1780978653	92949.00	mall	gourmet	automated	spot	all-equity	5	5500	89686.70	0.00	14.50	105	True	Reputation collapse (< 15)
20	7aa77b90	1780978654	101127.80	mall	gourmet	automated	spot	all-equity	5	5500	97284.82	0.00	14.18	122	True	Reputation collapse (< 15)
21	7aa77b90	1780978655	94439.77	mall	gourmet	automated	spot	all-equity	5	5500	91793.38	0.00	14.66	70	True	Reputation collapse (< 15)
22	7aa77b90	1780978656	65601.96	mall	gourmet	automated	spot	all-equity	5	5500	61029.35	0.00	14.50	194	True	Reputation collapse (< 15)
23	7aa77b90	1780978657	117032.91	mall	gourmet	automated	spot	all-equity	5	5500	113036.06	0.00	14.50	113	True	Reputation collapse (< 15)
24	7aa77b90	1780978658	105809.23	mall	gourmet	automated	spot	all-equity	5	5500	101260.99	0.00	14.00	162	True	Reputation collapse (< 15)
25	7aa77b90	1780978659	124067.47	mall	gourmet	automated	spot	all-equity	5	5500	120174.43	0.00	14.56	105	True	Reputation collapse (< 15)
26	7aa77b90	1780978660	123840.49	mall	gourmet	automated	spot	all-equity	5	5500	119733.89	0.00	14.00	120	True	Reputation collapse (< 15)
27	7aa77b90	1780978661	87018.89	mall	gourmet	automated	spot	all-equity	5	5500	83937.44	0.00	14.50	99	True	Reputation collapse (< 15)
28	7aa77b90	1780978662	75816.06	mall	gourmet	automated	spot	all-equity	5	5500	72749.85	0.00	14.00	111	True	Reputation collapse (< 15)
29	7aa77b90	1780978663	113387.72	mall	gourmet	automated	spot	all-equity	5	5500	110222.66	0.00	5.00	122	True	Reputation collapse (< 15)
30	7aa77b90	1780978664	117984.60	mall	gourmet	automated	spot	all-equity	5	5500	113542.20	0.00	14.60	140	True	Reputation collapse (< 15)
31	7aa77b90	1780978665	85735.26	mall	gourmet	automated	spot	all-equity	5	5500	82036.63	0.00	14.78	131	True	Reputation collapse (< 15)
32	7aa77b90	1780978666	110179.82	mall	gourmet	automated	spot	all-equity	5	5500	105940.80	0.00	14.52	141	True	Reputation collapse (< 15)
33	7aa77b90	1780978667	110626.55	mall	gourmet	automated	spot	all-equity	5	5500	107587.67	0.00	13.82	69	True	Reputation collapse (< 15)
34	7aa77b90	1780978668	103879.34	mall	gourmet	automated	spot	all-equity	5	5500	99619.56	0.00	14.22	139	True	Reputation collapse (< 15)
35	7aa77b90	1780978669	99066.98	mall	gourmet	automated	spot	all-equity	5	5500	94698.80	0.00	14.50	154	True	Reputation collapse (< 15)
36	7aa77b90	1780978670	113085.06	mall	gourmet	automated	spot	all-equity	5	5500	109153.28	0.00	13.16	122	True	Reputation collapse (< 15)
37	7aa77b90	1780978671	88971.22	mall	gourmet	automated	spot	all-equity	5	5500	85614.01	0.00	14.50	119	True	Reputation collapse (< 15)
38	7aa77b90	1780978672	91175.48	mall	gourmet	automated	spot	all-equity	5	5500	87439.06	0.00	14.26	134	True	Reputation collapse (< 15)
39	7aa77b90	1780978673	96511.95	mall	gourmet	automated	spot	all-equity	5	5500	91918.93	0.00	14.98	171	True	Reputation collapse (< 15)
40	7aa77b90	1780978674	116920.30	mall	gourmet	automated	spot	all-equity	5	5500	113240.42	0.00	14.72	98	True	Reputation collapse (< 15)
41	7aa77b90	1780978675	99481.59	mall	gourmet	automated	spot	all-equity	5	5500	97518.17	0.00	13.54	35	True	Reputation collapse (< 15)
42	7aa77b90	1780978676	105772.11	mall	gourmet	automated	spot	all-equity	5	5500	102063.33	0.00	12.22	122	True	Reputation collapse (< 15)
43	7aa77b90	1780978677	76120.39	mall	gourmet	automated	spot	all-equity	5	5500	73006.39	0.00	14.76	106	True	Reputation collapse (< 15)
44	7aa77b90	1780978678	104213.15	mall	gourmet	automated	spot	all-equity	5	5500	100859.99	0.00	14.50	97	True	Reputation collapse (< 15)
45	7aa77b90	1780978679	113102.97	mall	gourmet	automated	spot	all-equity	5	5500	108898.44	0.00	14.26	133	True	Reputation collapse (< 15)
46	7aa77b90	1780978680	130778.42	mall	gourmet	automated	spot	all-equity	5	5500	126660.76	0.00	14.72	104	True	Reputation collapse (< 15)
47	7aa77b90	1780978681	107430.19	mall	gourmet	automated	spot	all-equity	5	5500	104230.70	0.00	14.50	85	True	Reputation collapse (< 15)
48	7aa77b90	1780978682	95990.39	mall	gourmet	automated	spot	all-equity	5	5500	92150.09	0.00	14.04	133	True	Reputation collapse (< 15)
49	7aa77b90	1780978683	108161.32	mall	gourmet	automated	spot	all-equity	5	5500	103816.77	0.00	14.56	139	True	Reputation collapse (< 15)
50	7aa77b90	1780978684	97852.10	mall	gourmet	automated	spot	all-equity	5	5500	94556.84	0.00	14.06	101	True	Reputation collapse (< 15)
51	7aa77b90	1780978685	97781.66	mall	gourmet	automated	spot	all-equity	5	5500	95027.49	0.00	10.24	92	True	Reputation collapse (< 15)
52	7aa77b90	1780978686	105554.21	mall	gourmet	automated	spot	all-equity	5	5500	102896.17	0.00	14.06	63	True	Reputation collapse (< 15)
53	7aa77b90	1780978687	81869.17	mall	gourmet	automated	spot	all-equity	5	5500	78506.96	0.00	14.68	119	True	Reputation collapse (< 15)
54	7aa77b90	1780978688	94650.28	mall	gourmet	automated	spot	all-equity	5	5500	90525.86	0.00	7.00	182	True	Reputation collapse (< 15)
55	7aa77b90	1780978689	77109.19	mall	gourmet	automated	spot	all-equity	5	5500	73772.62	0.00	14.00	124	True	Reputation collapse (< 15)
56	7aa77b90	1780978690	90719.66	mall	gourmet	automated	spot	all-equity	5	5500	87549.72	0.00	14.32	105	True	Reputation collapse (< 15)
57	7aa77b90	1780978691	107211.32	mall	gourmet	automated	spot	all-equity	5	5500	103454.15	0.00	12.86	122	True	Reputation collapse (< 15)
58	7aa77b90	1780978692	109547.05	mall	gourmet	automated	spot	all-equity	5	5500	105838.47	0.00	14.64	106	True	Reputation collapse (< 15)
59	7aa77b90	1780978693	100879.56	mall	gourmet	automated	spot	all-equity	5	5500	96863.30	0.00	14.00	146	True	Reputation collapse (< 15)
60	7aa77b90	1780978694	119251.17	mall	gourmet	automated	spot	all-equity	5	5500	116425.33	0.00	14.00	56	True	Reputation collapse (< 15)
61	7aa77b90	1780978695	80014.51	mall	gourmet	automated	spot	all-equity	5	5500	77044.72	0.00	14.00	105	True	Reputation collapse (< 15)
62	7aa77b90	1780978696	58254.62	mall	gourmet	automated	spot	all-equity	5	5500	54613.40	0.00	14.50	161	True	Reputation collapse (< 15)
63	7aa77b90	1780978697	72556.86	mall	gourmet	automated	spot	all-equity	5	5500	69485.35	0.00	14.00	118	True	Reputation collapse (< 15)
64	7aa77b90	1780978698	114423.19	mall	gourmet	automated	spot	all-equity	5	5500	111003.39	0.00	14.68	90	True	Reputation collapse (< 15)
65	7aa77b90	1780978699	96011.95	mall	gourmet	automated	spot	all-equity	5	5500	93025.89	0.00	12.64	92	True	Reputation collapse (< 15)
66	7aa77b90	1780978700	115062.30	mall	gourmet	automated	spot	all-equity	5	5500	110928.65	0.00	14.02	128	True	Reputation collapse (< 15)
67	7aa77b90	1780978701	104934.11	mall	gourmet	automated	spot	all-equity	5	5500	102383.04	0.00	14.58	56	True	Reputation collapse (< 15)
68	7aa77b90	1780978702	62387.19	mall	gourmet	automated	spot	all-equity	5	5500	59221.30	0.00	14.50	127	True	Reputation collapse (< 15)
69	7aa77b90	1780978703	91616.09	mall	gourmet	automated	spot	all-equity	5	5500	88550.14	0.00	14.50	92	True	Reputation collapse (< 15)
70	7aa77b90	1780978704	142963.28	mall	gourmet	automated	spot	all-equity	5	5500	137611.44	0.00	14.38	159	True	Reputation collapse (< 15)
71	7aa77b90	1780978705	114009.48	mall	gourmet	automated	spot	all-equity	5	5500	110836.87	0.00	5.52	122	True	Reputation collapse (< 15)
72	7aa77b90	1780978706	91091.76	mall	gourmet	automated	spot	all-equity	5	5500	87585.06	0.00	14.50	119	True	Reputation collapse (< 15)
73	7aa77b90	1780978707	97531.89	mall	gourmet	automated	spot	all-equity	5	5500	95169.78	0.00	13.20	61	True	Reputation collapse (< 15)
74	7aa77b90	1780978708	113737.00	mall	gourmet	automated	spot	all-equity	5	5500	110408.64	0.00	14.50	84	True	Reputation collapse (< 15)
75	7aa77b90	1780978709	100792.04	mall	gourmet	automated	spot	all-equity	5	5500	97754.44	0.00	14.50	84	True	Reputation collapse (< 15)
76	7aa77b90	1780978710	95033.63	mall	gourmet	automated	spot	all-equity	5	5500	90795.95	0.00	14.98	147	True	Reputation collapse (< 15)
77	7aa77b90	1780978711	123964.88	mall	gourmet	automated	spot	all-equity	5	5500	120368.78	0.00	14.00	91	True	Reputation collapse (< 15)
78	7aa77b90	1780978712	68457.82	mall	gourmet	automated	spot	all-equity	5	5500	64536.67	0.00	14.00	168	True	Reputation collapse (< 15)
79	7aa77b90	1780978713	104571.42	mall	gourmet	automated	spot	all-equity	5	5500	102083.24	0.00	14.50	50	True	Reputation collapse (< 15)
80	7aa77b90	1780978714	104692.56	mall	gourmet	automated	spot	all-equity	5	5500	101866.53	0.00	14.68	70	True	Reputation collapse (< 15)
81	7aa77b90	1780978715	84189.61	mall	gourmet	automated	spot	all-equity	5	5500	81316.20	0.00	7.50	122	True	Reputation collapse (< 15)
82	7aa77b90	1780978716	101455.88	mall	gourmet	automated	spot	all-equity	5	5500	98140.13	0.00	14.52	98	True	Reputation collapse (< 15)
83	7aa77b90	1780978717	86182.49	mall	gourmet	automated	spot	all-equity	5	5500	82994.55	0.00	14.04	107	True	Reputation collapse (< 15)
84	7aa77b90	1780978718	85416.51	mall	gourmet	automated	spot	all-equity	5	5500	81022.58	0.00	14.50	168	True	Reputation collapse (< 15)
85	7aa77b90	1780978719	96138.21	mall	gourmet	automated	spot	all-equity	5	5500	93010.93	0.00	14.00	92	True	Reputation collapse (< 15)
86	7aa77b90	1780978720	79824.30	mall	gourmet	automated	spot	all-equity	5	5500	77150.69	0.00	13.00	92	True	Reputation collapse (< 15)
87	7aa77b90	1780978721	94021.09	mall	gourmet	automated	spot	all-equity	5	5500	91731.98	0.00	12.50	62	True	Reputation collapse (< 15)
88	7aa77b90	1780978722	97225.64	mall	gourmet	automated	spot	all-equity	5	5500	93904.12	0.00	14.16	104	True	Reputation collapse (< 15)
89	7aa77b90	1780978723	111204.60	mall	gourmet	automated	spot	all-equity	5	5500	107918.86	0.00	14.50	84	True	Reputation collapse (< 15)
90	7aa77b90	1780978724	112361.46	mall	gourmet	automated	spot	all-equity	5	5500	109091.04	0.00	14.00	84	True	Reputation collapse (< 15)
91	7aa77b90	1780978725	82955.46	mall	gourmet	automated	spot	all-equity	5	5500	78912.42	0.00	14.00	155	True	Reputation collapse (< 15)
92	7aa77b90	1780978726	92730.00	mall	gourmet	automated	spot	all-equity	5	5500	89973.80	0.00	14.50	71	True	Reputation collapse (< 15)
93	7aa77b90	1780978727	58117.16	mall	gourmet	automated	spot	all-equity	5	5500	55325.25	0.00	14.06	114	True	Reputation collapse (< 15)
94	7aa77b90	1780978728	110170.80	mall	gourmet	automated	spot	all-equity	5	5500	106852.52	0.00	14.00	91	True	Reputation collapse (< 15)
95	7aa77b90	1780978729	97716.39	mall	gourmet	automated	spot	all-equity	5	5500	94515.36	0.00	13.92	96	True	Reputation collapse (< 15)
96	7aa77b90	1780978730	126677.37	mall	gourmet	automated	spot	all-equity	5	5500	123029.04	0.00	14.58	90	True	Reputation collapse (< 15)
97	7aa77b90	1780978731	115919.30	mall	gourmet	automated	spot	all-equity	5	5500	110560.33	0.00	14.50	182	True	Reputation collapse (< 15)
98	7aa77b90	1780978732	95206.95	mall	gourmet	automated	spot	all-equity	5	5500	91985.85	0.00	14.78	102	True	Reputation collapse (< 15)
99	7aa77b90	1780978733	92040.53	mall	gourmet	automated	spot	all-equity	5	5500	88817.56	0.00	14.50	103	True	Reputation collapse (< 15)
100	7aa77b90	1780978734	117227.94	mall	gourmet	automated	spot	all-equity	5	5500	114134.64	0.00	14.74	70	True	Reputation collapse (< 15)
101	7aa77b90	1780978735	82274.79	mall	gourmet	automated	spot	all-equity	5	5500	78941.29	0.00	14.00	119	True	Reputation collapse (< 15)
102	7aa77b90	1780978736	115266.09	mall	gourmet	automated	spot	all-equity	5	5500	111118.57	0.00	14.50	126	True	Reputation collapse (< 15)
103	7aa77b90	1780978737	115265.74	mall	gourmet	automated	spot	all-equity	5	5500	112289.09	0.00	8.56	92	True	Reputation collapse (< 15)
104	7aa77b90	1780978738	99479.37	mall	gourmet	automated	spot	all-equity	5	5500	96077.41	0.00	14.50	104	True	Reputation collapse (< 15)
105	7aa77b90	1780978739	78736.03	mall	gourmet	automated	spot	all-equity	5	5500	74698.30	0.00	14.52	161	True	Reputation collapse (< 15)
106	7aa77b90	1780978740	102657.85	mall	gourmet	automated	spot	all-equity	5	5500	98632.45	0.00	14.74	133	True	Reputation collapse (< 15)
107	7aa77b90	1780978741	89296.09	mall	gourmet	automated	spot	all-equity	5	5500	86304.60	0.00	13.96	96	True	Reputation collapse (< 15)
108	7aa77b90	1780978742	76289.55	mall	gourmet	automated	spot	all-equity	5	5500	73056.92	0.00	14.50	115	True	Reputation collapse (< 15)
109	7aa77b90	1780978743	80003.26	mall	gourmet	automated	spot	all-equity	5	5500	76038.31	0.00	14.00	152	True	Reputation collapse (< 15)
110	7aa77b90	1780978744	120188.06	mall	gourmet	automated	spot	all-equity	5	5500	115522.94	0.00	14.50	148	True	Reputation collapse (< 15)
111	7aa77b90	1780978745	111829.99	mall	gourmet	automated	spot	all-equity	5	5500	109005.55	0.00	13.50	63	True	Reputation collapse (< 15)
112	7aa77b90	1780978746	90800.75	mall	gourmet	automated	spot	all-equity	5	5500	87698.67	0.00	14.00	97	True	Reputation collapse (< 15)
113	7aa77b90	1780978747	74264.47	mall	gourmet	automated	spot	all-equity	5	5500	70494.14	0.00	14.50	150	True	Reputation collapse (< 15)
114	7aa77b90	1780978748	105572.68	mall	gourmet	automated	spot	all-equity	5	5500	100518.31	0.00	14.98	182	True	Reputation collapse (< 15)
115	7aa77b90	1780978749	95166.78	mall	gourmet	automated	spot	all-equity	5	5500	91281.22	0.00	14.00	140	True	Reputation collapse (< 15)
116	7aa77b90	1780978750	122071.04	mall	gourmet	automated	spot	all-equity	5	5500	117666.71	0.00	14.50	133	True	Reputation collapse (< 15)
117	7aa77b90	1780978751	117217.76	mall	gourmet	automated	spot	all-equity	5	5500	113894.52	0.00	6.50	122	True	Reputation collapse (< 15)
118	7aa77b90	1780978752	121796.15	mall	gourmet	automated	spot	all-equity	5	5500	117442.78	0.00	14.88	128	True	Reputation collapse (< 15)
119	7aa77b90	1780978753	85041.81	mall	gourmet	automated	spot	all-equity	5	5500	81317.96	0.00	14.58	132	True	Reputation collapse (< 15)
120	7aa77b90	1780978754	103214.39	mall	gourmet	automated	spot	all-equity	5	5500	99270.14	0.00	14.82	126	True	Reputation collapse (< 15)
121	7aa77b90	1780978755	91852.75	mall	gourmet	automated	spot	all-equity	5	5500	88904.12	0.00	14.50	91	True	Reputation collapse (< 15)
122	7aa77b90	1780978756	131297.01	mall	gourmet	automated	spot	all-equity	5	5500	127012.46	0.00	14.00	118	True	Reputation collapse (< 15)
123	7aa77b90	1780978757	96587.35	mall	gourmet	automated	spot	all-equity	5	5500	93800.54	0.00	14.14	70	True	Reputation collapse (< 15)
124	7aa77b90	1780978758	93397.72	mall	gourmet	automated	spot	all-equity	5	5500	89424.52	0.00	14.50	142	True	Reputation collapse (< 15)
125	7aa77b90	1780978759	101057.79	mall	gourmet	automated	spot	all-equity	5	5500	98405.55	0.00	14.86	63	True	Reputation collapse (< 15)
126	7aa77b90	1780978760	108007.13	mall	gourmet	automated	spot	all-equity	5	5500	102903.84	0.00	14.00	188	True	Reputation collapse (< 15)
127	7aa77b90	1780978761	99561.65	mall	gourmet	automated	spot	all-equity	5	5500	95809.72	0.00	14.72	119	True	Reputation collapse (< 15)
128	7aa77b90	1780978762	110743.76	mall	gourmet	automated	spot	all-equity	5	5500	108019.09	0.00	12.96	62	True	Reputation collapse (< 15)
129	7aa77b90	1780978763	118570.83	mall	gourmet	automated	spot	all-equity	5	5500	114673.12	0.00	14.50	113	True	Reputation collapse (< 15)
130	7aa77b90	1780978764	105479.27	mall	gourmet	automated	spot	all-equity	5	5500	102401.23	0.00	14.52	78	True	Reputation collapse (< 15)
131	7aa77b90	1780978765	93123.62	mall	gourmet	automated	spot	all-equity	5	5500	89378.62	0.00	14.80	124	True	Reputation collapse (< 15)
132	7aa77b90	1780978766	96331.57	mall	gourmet	automated	spot	all-equity	5	5500	92944.84	0.00	14.72	105	True	Reputation collapse (< 15)
133	7aa77b90	1780978767	95316.75	mall	gourmet	automated	spot	all-equity	5	5500	92107.44	0.00	14.50	98	True	Reputation collapse (< 15)
134	7aa77b90	1780978768	108202.66	mall	gourmet	automated	spot	all-equity	5	5500	104376.95	0.00	14.88	119	True	Reputation collapse (< 15)
135	7aa77b90	1780978769	89428.65	mall	gourmet	automated	spot	all-equity	5	5500	86343.45	0.00	14.50	97	True	Reputation collapse (< 15)
136	7aa77b90	1780978770	107913.26	mall	gourmet	automated	spot	all-equity	5	5500	104646.87	0.00	13.00	92	True	Reputation collapse (< 15)
137	7aa77b90	1780978771	109781.85	mall	gourmet	automated	spot	all-equity	5	5500	106080.32	0.00	13.50	110	True	Reputation collapse (< 15)
138	7aa77b90	1780978772	115443.41	mall	gourmet	automated	spot	all-equity	5	5500	112190.58	0.00	5.68	122	True	Reputation collapse (< 15)
139	7aa77b90	1780978773	111168.60	mall	gourmet	automated	spot	all-equity	5	5500	107055.28	0.00	14.82	126	True	Reputation collapse (< 15)
140	7aa77b90	1780978774	99650.07	mall	gourmet	automated	spot	all-equity	5	5500	95069.04	0.00	14.50	161	True	Reputation collapse (< 15)
141	7aa77b90	1780978775	145186.57	mall	gourmet	automated	spot	all-equity	5	5500	139945.27	0.00	14.50	154	True	Reputation collapse (< 15)
